Frame_Index,Left_Line_X1,Left_Line_Y1,Left_Line_X2,Left_Line_Y2,Right_Line_X1,Right_Line_Y1,Right_Line_X2,Right_Line_Y2
0,-1,-1,-1,-1,1071,720,758,432
1,-1,-1,-1,-1,1072,720,748,432
2,-1,-1,-1,-1,1062,720,750,432
3,-1,-1,-1,-1,1064,720,747,432
4,-1,-1,-1,-1,1065,720,746,432
5,-1,-1,-1,-1,1067,720,749,432
6,-1,-1,-1,-1,1066,720,750,432
7,-1,-1,-1,-1,1066,720,750,432
8,-1,-1,-1,-1,1064,720,751,432
9,-1,-1,-1,-1,1065,720,749,432
10,-1,-1,-1,-1,1066,720,748,432
11,-1,-1,-1,-1,1066,720,748,432
12,-1,-1,-1,-1,1066,720,746,432
13,-1,-1,-1,-1,1063,720,748,432
14,-1,-1,-1,-1,1064,720,747,432
15,-1,-1,-1,-1,1064,720,747,432
16,-1,-1,-1,-1,1063,720,748,432
17,-1,-1,-1,-1,1062,720,746,432
18,-1,-1,-1,-1,1062,720,747,432
19,-1,-1,-1,-1,1061,720,748,432
20,-1,-1,-1,-1,1061,720,749,432
21,-1,-1,-1,-1,1060,720,750,432
22,-1,-1,-1,-1,1057,720,751,432
23,-1,-1,-1,-1,1055,720,752,432
24,-1,-1,-1,-1,1054,720,752,432
25,-1,-1,-1,-1,1056,720,752,432
26,-1,-1,-1,-1,1057,720,752,432
27,-1,-1,-1,-1,1057,720,753,432
28,-1,-1,-1,-1,1057,720,753,432
29,-1,-1,-1,-1,1056,720,753,432
30,-1,-1,-1,-1,1058,720,752,432
31,-1,-1,-1,-1,1059,720,752,432
32,-1,-1,-1,-1,1059,720,751,432
33,-1,-1,-1,-1,1061,720,752,432
34,-1,-1,-1,-1,1063,720,751,432
35,-1,-1,-1,-1,1065,720,750,432
36,-1,-1,-1,-1,1068,720,750,432
37,-1,-1,-1,-1,1069,720,751,432
38,-1,-1,-1,-1,1071,720,751,432
39,-1,-1,-1,-1,1074,720,751,432
40,-1,-1,-1,-1,1076,720,750,432
41,-1,-1,-1,-1,1081,720,749,432
42,-1,-1,-1,-1,1083,720,749,432
43,-1,-1,-1,-1,1087,720,747,432
44,-1,-1,-1,-1,1091,720,746,432
45,-1,-1,-1,-1,1095,720,746,432
46,-1,-1,-1,-1,1098,720,746,432
47,-1,-1,-1,-1,1102,720,745,432
48,-1,-1,-1,-1,1105,720,744,432
49,-1,-1,-1,-1,1109,720,742,432
50,-1,-1,-1,-1,1111,720,741,432
51,-1,-1,-1,-1,1113,720,739,432
52,-1,-1,-1,-1,1115,720,737,432
53,-1,-1,-1,-1,1115,720,736,432
54,-1,-1,-1,-1,1113,720,737,432
55,-1,-1,-1,-1,1113,720,736,432
56,-1,-1,-1,-1,1113,720,736,432
57,-1,-1,-1,-1,1113,720,734,432
58,-1,-1,-1,-1,1113,720,734,432
59,-1,-1,-1,-1,1112,720,733,432
60,-1,-1,-1,-1,1109,720,735,432
61,-1,-1,-1,-1,1107,720,735,432
62,-1,-1,-1,-1,1105,720,736,432
63,-1,-1,-1,-1,1100,720,740,432
64,-1,-1,-1,-1,1099,720,740,432
65,-1,-1,-1,-1,1097,720,741,432
66,-1,-1,-1,-1,1098,720,739,432
67,-1,-1,-1,-1,1098,720,738,432
68,-1,-1,-1,-1,1098,720,737,432
69,-1,-1,-1,-1,1097,720,736,432
70,-1,-1,-1,-1,1097,720,734,432
71,-1,-1,-1,-1,1095,720,735,432
72,-1,-1,-1,-1,1095,720,734,432
73,-1,-1,-1,-1,1095,720,734,432
74,-1,-1,-1,-1,1098,720,731,432
75,-1,-1,-1,-1,1102,720,726,432
76,-1,-1,-1,-1,1104,720,722,432
77,-1,-1,-1,-1,1106,720,718,432
78,-1,-1,-1,-1,1107,720,717,432
79,-1,-1,-1,-1,1104,720,721,432
80,-1,-1,-1,-1,1105,720,723,432
81,-1,-1,-1,-1,1107,720,723,432
82,-1,-1,-1,-1,1109,720,723,432
83,-1,-1,-1,-1,1111,720,723,432
84,-1,-1,-1,-1,1113,720,723,432
85,-1,-1,-1,-1,1115,720,722,432
86,-1,-1,-1,-1,1113,720,725,432
87,-1,-1,-1,-1,1113,720,727,432
88,-1,-1,-1,-1,1115,720,728,432
89,-1,-1,-1,-1,1117,720,729,432
90,-1,-1,-1,-1,1118,720,730,432
91,-1,-1,-1,-1,1123,720,724,432
92,-1,-1,-1,-1,1126,720,720,432
93,-1,-1,-1,-1,1127,720,718,432
94,-1,-1,-1,-1,1127,720,716,432
95,-1,-1,-1,-1,1131,720,711,432
96,-1,-1,-1,-1,1131,720,708,432
97,-1,-1,-1,-1,1131,720,705,432
98,-1,-1,-1,-1,1131,720,704,432
99,-1,-1,-1,-1,1129,720,704,432
100,-1,-1,-1,-1,1126,720,705,432
101,-1,-1,-1,-1,1124,720,705,432
102,-1,-1,-1,-1,1120,720,706,432
103,-1,-1,-1,-1,1116,720,708,432
104,-1,-1,-1,-1,1110,720,709,432
105,-1,-1,-1,-1,1105,720,711,432
106,-1,-1,-1,-1,1100,720,714,432
107,-1,-1,-1,-1,1095,720,718,432
108,-1,-1,-1,-1,1092,720,720,432
109,-1,-1,-1,-1,1090,720,721,432
110,-1,-1,-1,-1,1088,720,722,432
111,-1,-1,-1,-1,1086,720,722,432
112,-1,-1,-1,-1,1084,720,723,432
113,-1,-1,-1,-1,1083,720,723,432
114,-1,-1,-1,-1,1082,720,723,432
115,-1,-1,-1,-1,1082,720,724,432
116,-1,-1,-1,-1,1083,720,726,432
117,-1,-1,-1,-1,1084,720,726,432
118,-1,-1,-1,-1,1086,720,725,432
119,-1,-1,-1,-1,1087,720,725,432
120,-1,-1,-1,-1,1087,720,725,432
121,-1,-1,-1,-1,1087,720,725,432
122,-1,-1,-1,-1,1088,720,725,432
123,-1,-1,-1,-1,1089,720,725,432
124,-1,-1,-1,-1,1089,720,726,432
125,-1,-1,-1,-1,1089,720,726,432
126,-1,-1,-1,-1,1090,720,726,432
127,-1,-1,-1,-1,1090,720,725,432
128,-1,-1,-1,-1,1091,720,726,432
129,-1,-1,-1,-1,1090,720,724,432
130,-1,-1,-1,-1,1090,720,725,432
