Frame_Index,Left_Line_X1,Left_Line_Y1,Left_Line_X2,Left_Line_Y2,Right_Line_X1,Right_Line_Y1,Right_Line_X2,Right_Line_Y2
0,-1,-1,-1,-1,1031,720,799,468
1,-1,-1,-1,-1,1046,720,790,468
2,-6,720,773,468,1049,720,800,468
3,-6,720,773,468,1051,720,801,468
4,-6,720,773,468,1052,720,800,468
5,-28,720,805,468,1057,720,793,468
6,-28,720,805,468,1062,720,790,468
7,-28,720,805,468,1065,720,789,468
8,-28,720,805,468,1067,720,784,468
9,-28,720,805,468,1068,720,780,468
10,-28,720,805,468,1072,720,773,468
11,13,720,705,468,1073,720,770,468
12,13,720,705,468,1075,720,767,468
13,13,720,705,468,1074,720,767,468
14,21,720,763,468,1073,720,767,468
15,21,720,763,468,1074,720,767,468
16,21,720,763,468,1075,720,767,468
17,21,720,763,468,1074,720,767,468
18,-6,720,767,468,1075,720,766,468
19,-6,720,767,468,1075,720,765,468
20,-6,720,767,468,1079,720,763,468
21,-6,720,767,468,1079,720,763,468
22,-6,720,767,468,1080,720,758,468
23,-6,720,767,468,1082,720,751,468
24,10,720,734,468,1080,720,751,468
25,21,720,726,468,1079,720,751,468
26,14,720,747,468,1076,720,751,468
27,14,720,747,468,1074,720,751,468
28,14,720,747,468,1072,720,751,468
29,14,720,747,468,1072,720,752,468
30,14,720,747,468,1067,720,757,468
31,14,720,747,468,1064,720,762,468
32,14,720,747,468,1060,720,767,468
33,14,720,747,468,1059,720,769,468
34,14,720,747,468,1057,720,773,468
35,14,720,747,468,1055,720,776,468
36,14,720,747,468,1053,720,779,468
37,14,720,747,468,1053,720,781,468
38,14,720,747,468,1052,720,784,468
39,14,720,747,468,1051,720,787,468
40,14,720,747,468,1052,720,787,468
41,14,720,747,468,1053,720,789,468
42,14,720,747,468,1055,720,790,468
43,14,720,747,468,1056,720,793,468
44,14,720,747,468,1060,720,792,468
45,14,720,747,468,1062,720,792,468
46,14,720,747,468,1065,720,793,468
47,14,720,747,468,1068,720,793,468
48,20,720,735,468,1071,720,794,468
49,20,720,735,468,1074,720,794,468
50,20,720,735,468,1080,720,791,468
51,20,720,735,468,1085,720,787,468
